url;title;category;stars;price;in_stock
http://books.toscrape.com/catalogue/secrets-and-lace-fatal-hearts-1_829/index.html;Secrets and Lace (Fatal Hearts #1);Default;1;£20.27;In stock (15 available)
http://books.toscrape.com/catalogue/follow-you-home_809/index.html;Follow You Home;Horror;1;£21.36;In stock (15 available)
http://books.toscrape.com/catalogue/scarlett-epstein-hates-it-here_828/index.html;Scarlett Epstein Hates It Here;Young Adult;5;£43.55;In stock (15 available)
http://books.toscrape.com/catalogue/codename-baboushka-volume-1-the-conclave-of-death_887/index.html;Codename Baboushka, Volume 1: The Conclave of Death;Sequential Art;4;£36.72;In stock (16 available)
http://books.toscrape.com/catalogue/throne-of-glass-throne-of-glass-1_868/index.html;Throne of Glass (Throne of Glass #1);Fantasy;3;£35.07;In stock (15 available)
http://books.toscrape.com/catalogue/the-long-shadow-of-small-ghosts-murder-and-memory-in-an-american-city_848/index.html;The Long Shadow of Small Ghosts: Murder and Memory in an American City;Crime;1;£10.97;In stock (15 available)
http://books.toscrape.com/catalogue/first-steps-for-new-christians-print-edition_808/index.html;First Steps for New Christians (Print Edition);Default;1;£29.00;In stock (15 available)
http://books.toscrape.com/catalogue/romero-and-juliet-a-tragic-tale-of-love-and-zombies_827/index.html;Romero and Juliet: A Tragic Tale of Love and Zombies;Default;1;£36.94;In stock (15 available)
http://books.toscrape.com/catalogue/camp-midnight_886/index.html;Camp Midnight;Sequential Art;4;£17.08;In stock (16 available)
http://books.toscrape.com/catalogue/the-kite-runner_847/index.html;The Kite Runner;Default;4;£41.82;In stock (15 available)
http://books.toscrape.com/catalogue/finders-keepers-bill-hodges-trilogy-2_807/index.html;Finders Keepers (Bill Hodges Trilogy #2);Fiction;5;£53.53;In stock (15 available)
http://books.toscrape.com/catalogue/thomas-jefferson-and-the-tripoli-pirates-the-forgotten-war-that-changed-american-history_867/index.html;Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History;History;1;£59.64;In stock (15 available)
http://books.toscrape.com/catalogue/call-the-nurse-true-stories-of-a-country-nurse-on-a-scottish-isle_885/index.html;Call the Nurse: True Stories of a Country Nurse on a Scottish Isle;Nonfiction;5;£29.14;In stock (16 available)
http://books.toscrape.com/catalogue/the-house-by-the-lake_846/index.html;The House by the Lake;Historical Fiction;1;£36.95;In stock (15 available)
http://books.toscrape.com/catalogue/redeeming-love_826/index.html;Redeeming Love;Christian Fiction;5;£20.47;In stock (15 available)
http://books.toscrape.com/catalogue/fables-vol-1-legends-in-exile-fables-1_806/index.html;Fables, Vol. 1: Legends in Exile (Fables #1);Sequential Art;4;£41.62;In stock (15 available)
http://books.toscrape.com/catalogue/thirteen-reasons-why_866/index.html;Thirteen Reasons Why;Default;1;£52.72;In stock (15 available)
http://books.toscrape.com/catalogue/burning_884/index.html;Burning;Young Adult;3;£28.81;In stock (16 available)
http://books.toscrape.com/catalogue/the-glittering-court-the-glittering-court-1_845/index.html;The Glittering Court (The Glittering Court #1);Fantasy;1;£44.28;In stock (15 available)
http://books.toscrape.com/catalogue/poses-for-artists-volume-1-dynamic-and-sitting-poses-an-essential-reference-for-figure-drawing-and-the-human-form_825/index.html;Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form;Default;1;£41.06;In stock (15 available)
http://books.toscrape.com/catalogue/the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html;The White Cat and the Monk: A Retelling of the Poem “Pangur Bán”;Childrens;4;£58.08;In stock (15 available)
http://books.toscrape.com/catalogue/eureka-trivia-60_805/index.html;Eureka Trivia 6.0;Default;4;£54.59;In stock (15 available)
http://books.toscrape.com/catalogue/bossypants_883/index.html;Bossypants;Default;2;£49.46;In stock (16 available)
http://books.toscrape.com/catalogue/the-wedding-dress_864/index.html;The Wedding Dress;Romance;1;£24.12;In stock (15 available)
http://books.toscrape.com/catalogue/the-girl-on-the-train_844/index.html;The Girl on the Train;Default;2;£55.02;In stock (15 available)
http://books.toscrape.com/catalogue/drive-the-surprising-truth-about-what-motivates-us_804/index.html;Drive: The Surprising Truth About What Motivates Us;Default;4;£34.95;In stock (15 available)
http://books.toscrape.com/catalogue/poems-that-make-grown-women-cry_824/index.html;Poems That Make Grown Women Cry;Poetry;4;£14.19;In stock (15 available)
http://books.toscrape.com/catalogue/bitch-planet-vol-1-extraordinary-machine-bitch-planet-collected-editions_882/index.html;Bitch Planet, Vol. 1: Extraordinary Machine (Bitch Planet (Collected Editions));Sequential Art;2;£37.92;In stock (16 available)
http://books.toscrape.com/catalogue/the-vacationers_863/index.html;The Vacationers;Fiction;4;£42.15;In stock (15 available)
http://books.toscrape.com/catalogue/nightingale-sing_823/index.html;Nightingale, Sing;Young Adult;1;£38.28;In stock (15 available)
http://books.toscrape.com/catalogue/done-rubbed-out-reightman-bailey-1_803/index.html;Done Rubbed Out (Reightman & Bailey #1);Default;5;£37.72;In stock (15 available)
http://books.toscrape.com/catalogue/the-genius-of-birds_843/index.html;The Genius of Birds;Nonfiction;1;£17.24;In stock (15 available)
http://books.toscrape.com/catalogue/avatar-the-last-airbender-smoke-and-shadow-part-3-smoke-and-shadow-3_881/index.html;Avatar: The Last Airbender: Smoke and Shadow, Part 3 (Smoke and Shadow #3);Fantasy;2;£28.09;In stock (16 available)
http://books.toscrape.com/catalogue/the-third-wave-an-entrepreneurs-vision-of-the-future_862/index.html;The Third Wave: An Entrepreneur’s Vision of the Future;Business;5;£12.61;In stock (15 available)
http://books.toscrape.com/catalogue/doing-it-over-most-likely-to-1_802/index.html;Doing It Over (Most Likely To #1);Romance;3;£35.61;In stock (15 available)
http://books.toscrape.com/catalogue/night-sky-with-exit-wounds_822/index.html;Night Sky with Exit Wounds;Poetry;1;£41.05;In stock (15 available)
http://books.toscrape.com/catalogue/the-emerald-mystery_842/index.html;The Emerald Mystery;Default;2;£23.15;In stock (15 available)
http://books.toscrape.com/catalogue/deliciously-ella-every-day-quick-and-easy-recipes-for-gluten-free-snacks-packed-lunches-and-simple-meals_801/index.html;Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals;Food and Drink;3;£42.16;In stock (15 available)
http://books.toscrape.com/catalogue/the-stranger_861/index.html;The Stranger;Philosophy;4;£17.44;In stock (15 available)
http://books.toscrape.com/catalogue/mrs-houdini_821/index.html;Mrs. Houdini;Historical Fiction;5;£30.25;In stock (15 available)
http://books.toscrape.com/catalogue/the-cookies-cups-cookbook-125-sweet-savory-recipes-reminding-you-to-always-eat-dessert-first_841/index.html;The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First;Food and Drink;1;£41.25;In stock (15 available)
http://books.toscrape.com/catalogue/whole-lotta-creativity-going-on-60-fun-and-unusual-exercises-to-awaken-and-strengthen-your-creativity_780/index.html;Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity;Nonfiction;4;£38.20;In stock (14 available)
http://books.toscrape.com/catalogue/whats-it-like-in-space-stories-from-astronauts-whove-been-there_779/index.html;What's It Like in Space?: Stories from Astronauts Who've Been There;Nonfiction;2;£19.60;In stock (14 available)
http://books.toscrape.com/catalogue/we-are-robin-vol-1-the-vigilante-business-we-are-robin-1_778/index.html;We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1);Sequential Art;1;£53.90;In stock (14 available)
http://books.toscrape.com/catalogue/walt-disneys-alice-in-wonderland_777/index.html;Walt Disney's Alice in Wonderland;Childrens;5;£12.96;In stock (14 available)
http://books.toscrape.com/catalogue/v-for-vendetta-v-for-vendetta-complete_776/index.html;V for Vendetta (V for Vendetta Complete);Default;4;£37.10;In stock (14 available)
http://books.toscrape.com/catalogue/until-friday-night-the-field-party-1_775/index.html;Until Friday Night (The Field Party #1);Young Adult;2;£46.31;In stock (14 available)
http://books.toscrape.com/catalogue/unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774/index.html;Unbroken: A World War II Story of Survival, Resilience, and Redemption;Default;2;£45.95;In stock (14 available)
http://books.toscrape.com/catalogue/twenty-yawns_773/index.html;Twenty Yawns;Childrens;2;£22.08;In stock (14 available)
http://books.toscrape.com/catalogue/through-the-woods_772/index.html;Through the Woods;Sequential Art;2;£25.38;In stock (14 available)
http://books.toscrape.com/catalogue/this-is-where-it-ends_771/index.html;This Is Where It Ends;Young Adult;2;£27.12;In stock (14 available)
http://books.toscrape.com/catalogue/the-year-of-magical-thinking_770/index.html;The Year of Magical Thinking;Nonfiction;2;£43.04;In stock (14 available)
http://books.toscrape.com/catalogue/the-wright-brothers_769/index.html;The Wright Brothers;Default;4;£56.80;In stock (14 available)
http://books.toscrape.com/catalogue/the-power-of-habit-why-we-do-what-we-do-in-life-and-business_760/index.html;The Power of Habit: Why We Do What We Do in Life and Business;Default;3;£16.88;In stock (14 available)
http://books.toscrape.com/catalogue/my-name-is-lucy-barton_720/index.html;My Name Is Lucy Barton;Fiction;1;£41.56;In stock (14 available)
http://books.toscrape.com/catalogue/swell-a-year-of-waves_740/index.html;Swell: A Year of Waves;Nonfiction;1;£45.58;In stock (14 available)
http://books.toscrape.com/catalogue/dark-notes_800/index.html;Dark Notes;Erotica;5;£19.19;In stock (15 available)
http://books.toscrape.com/catalogue/the-white-queen-the-cousins-war-1_768/index.html;The White Queen (The Cousins' War #1);Add a comment;5;£25.91;In stock (14 available)
http://books.toscrape.com/catalogue/my-mrs-brown_719/index.html;My Mrs. Brown;Fiction;3;£24.48;In stock (14 available)
http://books.toscrape.com/catalogue/superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html;Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1);Sequential Art;5;£11.89;In stock (14 available)
http://books.toscrape.com/catalogue/the-marriage-of-opposites_759/index.html;The Marriage of Opposites;Historical Fiction;4;£28.08;In stock (14 available)
http://books.toscrape.com/catalogue/daring-greatly-how-the-courage-to-be-vulnerable-transforms-the-way-we-live-love-parent-and-lead_799/index.html;Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead;Nonfiction;3;£19.43;In stock (15 available)
http://books.toscrape.com/catalogue/the-wedding-pact-the-omalleys-2_767/index.html;The Wedding Pact (The O'Malleys #2);Romance;3;£32.61;In stock (14 available)
http://books.toscrape.com/catalogue/my-kind-of-crazy_718/index.html;My Kind of Crazy;Young Adult;1;£40.36;In stock (14 available)
http://books.toscrape.com/catalogue/still-life-with-bread-crumbs_738/index.html;Still Life with Bread Crumbs;Fiction;3;£26.41;In stock (14 available)
http://books.toscrape.com/catalogue/the-lucifer-effect-understanding-how-good-people-turn-evil_758/index.html;The Lucifer Effect: Understanding How Good People Turn Evil;Psychology;1;£10.40;In stock (14 available)
http://books.toscrape.com/catalogue/close-to-you_798/index.html;Close to You;Christian Fiction;4;£49.46;In stock (15 available)
http://books.toscrape.com/catalogue/the-time-keeper_766/index.html;The Time Keeper;Fiction;5;£27.88;In stock (14 available)
http://books.toscrape.com/catalogue/mr-mercedes-bill-hodges-trilogy-1_717/index.html;Mr. Mercedes (Bill Hodges Trilogy #1);Fiction;1;£28.90;In stock (14 available)
http://books.toscrape.com/catalogue/steve-jobs_737/index.html;Steve Jobs;Default;5;£39.50;In stock (14 available)
http://books.toscrape.com/catalogue/chasing-heaven-what-dying-taught-me-about-living_797/index.html;Chasing Heaven: What Dying Taught Me About Living;Spirituality;2;£37.80;In stock (15 available)
http://books.toscrape.com/catalogue/the-long-haul-diary-of-a-wimpy-kid-9_757/index.html;The Long Haul (Diary of a Wimpy Kid #9);Humor;1;£44.07;In stock (14 available)
http://books.toscrape.com/catalogue/the-testament-of-mary_765/index.html;The Testament of Mary;Fiction;4;£52.67;In stock (14 available)
http://books.toscrape.com/catalogue/more-than-music-chasing-the-dream-1_716/index.html;More Than Music (Chasing the Dream #1);Add a comment;2;£37.61;In stock (14 available)
http://books.toscrape.com/catalogue/big-magic-creative-living-beyond-fear_796/index.html;Big Magic: Creative Living Beyond Fear;Nonfiction;3;£30.80;In stock (15 available)
http://books.toscrape.com/catalogue/the-loney_756/index.html;The Loney;Horror;1;£23.40;In stock (14 available)
http://books.toscrape.com/catalogue/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html;Sorting the Beef from the Bull: The Science of Food Fraud Forensics;Science;4;£44.74;In stock (14 available)
http://books.toscrape.com/catalogue/the-star-touched-queen_764/index.html;The Star-Touched Queen;Fantasy;5;£46.02;In stock (14 available)
http://books.toscrape.com/catalogue/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html;Made to Stick: Why Some Ideas Survive and Others Die;Business;5;£38.85;In stock (14 available)
http://books.toscrape.com/catalogue/someone-like-you-the-harrisons-2_735/index.html;Someone Like You (The Harrisons #2);Contemporary;5;£52.79;In stock (14 available)
http://books.toscrape.com/catalogue/the-literature-book-big-ideas-simply-explained_755/index.html;The Literature Book (Big Ideas Simply Explained);Nonfiction;3;£17.43;In stock (14 available)
http://books.toscrape.com/catalogue/becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795/index.html;Becoming Wise: An Inquiry into the Mystery and Art of Living;Nonfiction;2;£27.43;In stock (15 available)
http://books.toscrape.com/catalogue/the-songs-of-the-gods_763/index.html;The Songs of the Gods;Default;5;£44.48;In stock (14 available)
http://books.toscrape.com/catalogue/the-last-mile-amos-decker-2_754/index.html;The Last Mile (Amos Decker #2);Mystery;2;£54.21;In stock (14 available)
http://books.toscrape.com/catalogue/luis-paints-the-world_714/index.html;Luis Paints the World;Childrens;3;£53.95;In stock (14 available)
http://books.toscrape.com/catalogue/the-song-of-achilles_762/index.html;The Song of Achilles;Add a comment;5;£37.40;In stock (14 available)
http://books.toscrape.com/catalogue/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html;So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6);Sequential Art;4;£35.43;In stock (14 available)
http://books.toscrape.com/catalogue/beauty-restored-riley-family-legacy-novellas-3_794/index.html;Beauty Restored (Riley Family Legacy Novellas #3);Default;2;£11.11;In stock (15 available)
http://books.toscrape.com/catalogue/the-rosie-project-don-tillman-1_761/index.html;The Rosie Project (Don Tillman #1);Default;1;£54.04;In stock (14 available)
http://books.toscrape.com/catalogue/batman-the-long-halloween-batman_793/index.html;Batman: The Long Halloween (Batman);Sequential Art;2;£36.50;In stock (15 available)
http://books.toscrape.com/catalogue/luckiest-girl-alive_713/index.html;Luckiest Girl Alive;Default;3;£49.83;In stock (14 available)
http://books.toscrape.com/catalogue/shtum_733/index.html;Shtum;Fiction;4;£55.84;In stock (14 available)
http://books.toscrape.com/catalogue/the-immortal-life-of-henrietta-lacks_753/index.html;The Immortal Life of Henrietta Lacks;Add a comment;2;£40.67;In stock (14 available)
http://books.toscrape.com/catalogue/see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html;See America: A Celebration of Our National Parks & Treasured Sites;Travel;3;£48.87;In stock (14 available)
http://books.toscrape.com/catalogue/lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html;Lowriders to the Center of the Earth (Lowriders in Space #2);Sequential Art;2;£51.51;In stock (14 available)
http://books.toscrape.com/catalogue/the-hidden-oracle-the-trials-of-apollo-1_752/index.html;The Hidden Oracle (The Trials of Apollo #1);Fantasy;2;£52.26;In stock (14 available)
http://books.toscrape.com/catalogue/batman-the-dark-knight-returns-batman_792/index.html;Batman: The Dark Knight Returns (Batman);Sequential Art;5;£15.38;In stock (15 available)
http://books.toscrape.com/catalogue/ayumis-violin_791/index.html;Ayumi's Violin;Default;2;£15.48;In stock (15 available)
http://books.toscrape.com/catalogue/love-is-a-mix-tape-music-1_711/index.html;Love Is a Mix Tape (Music #1);Music;1;£18.03;In stock (14 available)
http://books.toscrape.com/catalogue/the-help-yourself-cookbook-for-kids-60-easy-plant-based-recipes-kids-can-make-to-stay-healthy-and-save-the-earth_751/index.html;The Help Yourself Cookbook for Kids: 60 Easy Plant-Based Recipes Kids Can Make to Stay Healthy and Save the Earth;Food and Drink;3;£28.77;In stock (14 available)
http://books.toscrape.com/catalogue/salt_731/index.html;salt.;Poetry;4;£46.78;In stock (14 available)
http://books.toscrape.com/catalogue/code-name-verity-code-name-verity-1_680/index.html;Code Name Verity (Code Name Verity #1);Add a comment;4;£22.13;In stock (14 available)
http://books.toscrape.com/catalogue/looking-for-lovely-collecting-the-moments-that-matter_710/index.html;Looking for Lovely: Collecting the Moments that Matter;Nonfiction;5;£29.14;In stock (14 available)
http://books.toscrape.com/catalogue/anonymous_790/index.html;Anonymous;Default;4;£46.82;In stock (15 available)
http://books.toscrape.com/catalogue/the-guilty-will-robie-4_750/index.html;The Guilty (Will Robie #4);Thriller;2;£13.82;In stock (14 available)
http://books.toscrape.com/catalogue/robin-war_730/index.html;Robin War;Sequential Art;3;£47.82;In stock (14 available)
http://books.toscrape.com/catalogue/clockwork-angel-the-infernal-devices-1_679/index.html;Clockwork Angel (The Infernal Devices #1);Default;1;£44.14;In stock (14 available)
http://books.toscrape.com/catalogue/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html;Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments;Default;4;£46.91;In stock (14 available)
http://books.toscrape.com/catalogue/the-first-hostage-jb-collins-2_749/index.html;The First Hostage (J.B. Collins #2);Fiction;3;£25.85;In stock (14 available)
http://books.toscrape.com/catalogue/amy-meets-the-saints-and-sages_789/index.html;Amy Meets the Saints and Sages;Default;3;£18.46;In stock (15 available)
http://books.toscrape.com/catalogue/red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html;Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1);Sequential Art;2;£25.48;In stock (14 available)
http://books.toscrape.com/catalogue/city-of-glass-the-mortal-instruments-3_678/index.html;City of Glass (The Mortal Instruments #3);Fantasy;4;£56.02;In stock (14 available)
http://books.toscrape.com/catalogue/amid-the-chaos_788/index.html;Amid the Chaos;Cultural;1;£36.58;In stock (15 available)
http://books.toscrape.com/catalogue/let-it-out-a-journey-through-journaling_708/index.html;Let It Out: A Journey Through Journaling;Nonfiction;5;£26.79;In stock (14 available)
http://books.toscrape.com/catalogue/rain-fish_728/index.html;Rain Fish;Childrens;3;£23.57;In stock (14 available)
http://books.toscrape.com/catalogue/the-dovekeepers_748/index.html;The Dovekeepers;Add a comment;1;£48.78;In stock (14 available)
http://books.toscrape.com/catalogue/city-of-fallen-angels-the-mortal-instruments-4_677/index.html;City of Fallen Angels (The Mortal Instruments #4);Default;4;£11.23;In stock (14 available)
http://books.toscrape.com/catalogue/amatus_787/index.html;Amatus;Default;5;£50.54;In stock (15 available)
http://books.toscrape.com/catalogue/the-darkest-lie_747/index.html;The Darkest Lie;Young Adult;5;£35.35;In stock (14 available)
http://books.toscrape.com/catalogue/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html;Quarter Life Poetry: Poems for the Young, Broke and Hangry;Poetry;5;£50.89;In stock (14 available)
http://books.toscrape.com/catalogue/lady-midnight-the-dark-artifices-1_707/index.html;Lady Midnight (The Dark Artifices #1);Default;5;£16.28;In stock (14 available)
http://books.toscrape.com/catalogue/city-of-bones-the-mortal-instruments-1_676/index.html;City of Bones (The Mortal Instruments #1);Default;1;£43.28;In stock (14 available)
http://books.toscrape.com/catalogue/agnostic-a-spirited-manifesto_786/index.html;Agnostic: A Spirited Manifesto;Nonfiction;5;£12.51;In stock (15 available)
http://books.toscrape.com/catalogue/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html;The Bane Chronicles (The Bane Chronicles #1-11);Fantasy;4;£44.73;In stock (14 available)
http://books.toscrape.com/catalogue/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html;It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes;Food and Drink;1;£19.55;In stock (14 available)
http://books.toscrape.com/catalogue/pet-sematary_726/index.html;Pet Sematary;Horror;3;£10.56;In stock (14 available)
http://books.toscrape.com/catalogue/city-of-ashes-the-mortal-instruments-2_675/index.html;City of Ashes (The Mortal Instruments #2);Default;1;£47.27;In stock (14 available)
http://books.toscrape.com/catalogue/zealot-the-life-and-times-of-jesus-of-nazareth_785/index.html;Zealot: The Life and Times of Jesus of Nazareth;History;3;£24.70;In stock (14 available)
http://books.toscrape.com/catalogue/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html;The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts;Nonfiction;1;£15.77;In stock (14 available)
http://books.toscrape.com/catalogue/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html;Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress;Self Help;3;£52.15;In stock (14 available)
http://books.toscrape.com/catalogue/island-of-dragons-unwanteds-7_705/index.html;Island of Dragons (Unwanteds #7);Fantasy;1;£29.65;In stock (14 available)
http://books.toscrape.com/catalogue/cell_674/index.html;Cell;Add a comment;4;£20.29;In stock (14 available)
http://books.toscrape.com/catalogue/you-you-1_784/index.html;You (You #1);Thriller;5;£43.61;In stock (14 available)
http://books.toscrape.com/catalogue/the-14th-colony-cotton-malone-11_744/index.html;The 14th Colony (Cotton Malone #11);Thriller;1;£39.24;In stock (14 available)
http://books.toscrape.com/catalogue/once-was-a-time_724/index.html;Once Was a Time;Childrens;2;£18.28;In stock (14 available)
http://books.toscrape.com/catalogue/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html;I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction;Humor;4;£25.98;In stock (14 available)
http://books.toscrape.com/catalogue/catching-jordan-hundred-oaks_673/index.html;Catching Jordan (Hundred Oaks);Young Adult;3;£50.83;In stock (14 available)
http://books.toscrape.com/catalogue/that-darkness-gardiner-and-renner-1_743/index.html;That Darkness (Gardiner and Renner #1);Mystery;1;£13.92;In stock (14 available)
http://books.toscrape.com/catalogue/wonder-woman-earth-one-volume-one-wonder-woman-earth-one-1_783/index.html;Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1);Sequential Art;4;£37.34;In stock (14 available)
http://books.toscrape.com/catalogue/old-school-diary-of-a-wimpy-kid-10_723/index.html;Old School (Diary of a Wimpy Kid #10);Humor;5;£11.83;In stock (14 available)
http://books.toscrape.com/catalogue/i-am-pilgrim-pilgrim-1_703/index.html;I Am Pilgrim (Pilgrim #1);Fiction;4;£10.60;In stock (14 available)
http://books.toscrape.com/catalogue/carry-on-warrior-thoughts-on-life-unarmed_672/index.html;Carry On, Warrior: Thoughts on Life Unarmed;Default;3;£31.85;In stock (14 available)
http://books.toscrape.com/catalogue/tastes-like-fear-di-marnie-rome-3_742/index.html;Tastes Like Fear (DI Marnie Rome #3);Mystery;1;£10.69;In stock (14 available)
http://books.toscrape.com/catalogue/wild-swans_782/index.html;Wild Swans;Young Adult;2;£14.36;In stock (14 available)
http://books.toscrape.com/catalogue/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html;Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened;Humor;5;£14.75;In stock (14 available)
http://books.toscrape.com/catalogue/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html;No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon;Nonfiction;2;£21.95;In stock (14 available)
http://books.toscrape.com/catalogue/carrie_671/index.html;Carrie;Default;2;£46.23;In stock (14 available)
http://books.toscrape.com/catalogue/take-me-with-you_741/index.html;Take Me with You;Fiction;3;£45.21;In stock (14 available)
http://books.toscrape.com/catalogue/why-the-right-went-wrong-conservatism-from-goldwater-to-the-tea-party-and-beyond_781/index.html;Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond;Politics;4;£52.65;In stock (14 available)
http://books.toscrape.com/catalogue/hush-hush-hush-hush-1_701/index.html;Hush, Hush (Hush, Hush #1);Default;3;£47.02;In stock (14 available)
http://books.toscrape.com/catalogue/naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html;Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14);Sequential Art;2;£38.39;In stock (14 available)
http://books.toscrape.com/catalogue/buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html;Buying In: The Secret Dialogue Between What We Buy and Who We Are;Nonfiction;4;£37.80;In stock (14 available)
http://books.toscrape.com/catalogue/brain-on-fire-my-month-of-madness_669/index.html;Brain on Fire: My Month of Madness;Nonfiction;5;£49.32;In stock (14 available)
http://books.toscrape.com/catalogue/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html;The Midnight Watch: A Novel of the Titanic and the Californian;Add a comment;1;£26.20;In stock (12 available)
http://books.toscrape.com/catalogue/hide-away-eve-duncan-20_620/index.html;Hide Away (Eve Duncan #20);Mystery;1;£11.84;In stock (12 available)
http://books.toscrape.com/catalogue/all-the-light-we-cannot-see_660/index.html;All the Light We Cannot See;Historical;5;£29.87;In stock (14 available)
http://books.toscrape.com/catalogue/hold-your-breath-search-and-rescue-1_700/index.html;Hold Your Breath (Search and Rescue #1);Romance;1;£28.82;In stock (14 available)
http://books.toscrape.com/catalogue/batman-europa_668/index.html;Batman: Europa;Sequential Art;2;£32.01;In stock (14 available)
http://books.toscrape.com/catalogue/furiously-happy-a-funny-book-about-horrible-things_619/index.html;Furiously Happy: A Funny Book About Horrible Things;Nonfiction;4;£41.46;In stock (12 available)
http://books.toscrape.com/catalogue/adulthood-is-a-myth-a-sarahs-scribbles-collection_659/index.html;"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection";Sequential Art;2;£10.90;In stock (14 available)
http://books.toscrape.com/catalogue/hamilton-the-revolution_699/index.html;Hamilton: The Revolution;Nonfiction;3;£58.79;In stock (14 available)
http://books.toscrape.com/catalogue/the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html;The Lonely City: Adventures in the Art of Being Alone;Nonfiction;2;£33.26;In stock (12 available)
http://books.toscrape.com/catalogue/barefoot-contessa-back-to-basics_667/index.html;Barefoot Contessa Back to Basics;Food and Drink;1;£28.01;In stock (14 available)
http://books.toscrape.com/catalogue/everyday-italian-125-simple-and-delicious-recipes_618/index.html;Everyday Italian: 125 Simple and Delicious Recipes;Food and Drink;5;£20.10;In stock (12 available)
http://books.toscrape.com/catalogue/greek-mythic-history_698/index.html;Greek Mythic History;Default;5;£10.23;In stock (14 available)
http://books.toscrape.com/catalogue/abstract-city_658/index.html;Abstract City;Nonfiction;5;£56.37;In stock (14 available)
http://books.toscrape.com/catalogue/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html;The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore;Add a comment;4;£59.15;In stock (12 available)
http://books.toscrape.com/catalogue/barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html;Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again;Food and Drink;5;£50.62;In stock (14 available)
http://books.toscrape.com/catalogue/a-time-of-torment-charlie-parker-14_657/index.html;A Time of Torment (Charlie Parker #14);Mystery;5;£48.35;In stock (14 available)
http://books.toscrape.com/catalogue/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html;The Golden Condom: And Other Essays on Love Lost and Found;Psychology;1;£39.43;In stock (12 available)
http://books.toscrape.com/catalogue/equal-is-unfair-americas-misguided-fight-against-income-inequality_617/index.html;Equal Is Unfair: America's Misguided Fight Against Income Inequality;Politics;1;£56.86;In stock (12 available)
