url;title;category;stars;price;in_stock;qty_in_stock
/whole-lotta-creativity-going-on-60-fun-and-unusual-exercises-to-awaken-and-strengthen-your-creativity_780/index.html;Whole Lotta Creativity Going On: 60 Fun and Unusual Exercises to Awaken and Strengthen Your Creativity;Nonfiction;4;38.20;True;14
/the-first-hostage-jb-collins-2_749/index.html;The First Hostage (J.B. Collins #2);Fiction;3;25.85;True;14
/daring-greatly-how-the-courage-to-be-vulnerable-transforms-the-way-we-live-love-parent-and-lead_799/index.html;Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead;Nonfiction;3;19.43;True;15
/superman-vol-1-before-truth-superman-by-gene-luen-yang-1_739/index.html;Superman Vol. 1: Before Truth (Superman by Gene Luen Yang #1);Sequential Art;5;11.89;True;14
/whats-it-like-in-space-stories-from-astronauts-whove-been-there_779/index.html;What's It Like in Space?: Stories from Astronauts Who've Been There;Nonfiction;2;19.60;True;14
/my-mrs-brown_719/index.html;My Mrs. Brown;Fiction;3;24.48;True;14
/the-dovekeepers_748/index.html;The Dovekeepers;Add a comment;1;48.78;True;14
/close-to-you_798/index.html;Close to You;Christian Fiction;4;49.46;True;15
/still-life-with-bread-crumbs_738/index.html;Still Life with Bread Crumbs;Fiction;3;26.41;True;14
/we-are-robin-vol-1-the-vigilante-business-we-are-robin-1_778/index.html;We Are Robin, Vol. 1: The Vigilante Business (We Are Robin #1);Sequential Art;1;53.90;True;14
/my-kind-of-crazy_718/index.html;My Kind of Crazy;Young Adult;1;40.36;True;14
/the-darkest-lie_747/index.html;The Darkest Lie;Young Adult;5;35.35;True;14
/chasing-heaven-what-dying-taught-me-about-living_797/index.html;Chasing Heaven: What Dying Taught Me About Living;Spirituality;2;37.80;True;15
/mr-mercedes-bill-hodges-trilogy-1_717/index.html;Mr. Mercedes (Bill Hodges Trilogy #1);Fiction;1;28.90;True;14
/walt-disneys-alice-in-wonderland_777/index.html;Walt Disney's Alice in Wonderland;Childrens;5;12.96;True;14
/steve-jobs_737/index.html;Steve Jobs;Default;5;39.50;True;14
/the-bane-chronicles-the-bane-chronicles-1-11_746/index.html;The Bane Chronicles (The Bane Chronicles #1-11);Fantasy;4;44.73;True;14
/big-magic-creative-living-beyond-fear_796/index.html;Big Magic: Creative Living Beyond Fear;Nonfiction;3;30.80;True;15
/more-than-music-chasing-the-dream-1_716/index.html;More Than Music (Chasing the Dream #1);Add a comment;2;37.61;True;14
/sorting-the-beef-from-the-bull-the-science-of-food-fraud-forensics_736/index.html;Sorting the Beef from the Bull: The Science of Food Fraud Forensics;Science;4;44.74;True;14
/v-for-vendetta-v-for-vendetta-complete_776/index.html;V for Vendetta (V for Vendetta Complete);Default;4;37.10;True;14
/the-bad-ass-librarians-of-timbuktu-and-their-race-to-save-the-worlds-most-precious-manuscripts_745/index.html;The Bad-Ass Librarians of Timbuktu: And Their Race to Save the World’s Most Precious Manuscripts;Nonfiction;1;15.77;True;14
/someone-like-you-the-harrisons-2_735/index.html;Someone Like You (The Harrisons #2);Contemporary;5;52.79;True;14
/becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795/index.html;Becoming Wise: An Inquiry into the Mystery and Art of Living;Nonfiction;2;27.43;True;15
/until-friday-night-the-field-party-1_775/index.html;Until Friday Night (The Field Party #1);Young Adult;2;46.31;True;14
/the-14th-colony-cotton-malone-11_744/index.html;The 14th Colony (Cotton Malone #11);Thriller;1;39.24;True;14
/made-to-stick-why-some-ideas-survive-and-others-die_715/index.html;Made to Stick: Why Some Ideas Survive and Others Die;Business;5;38.85;True;14
/that-darkness-gardiner-and-renner-1_743/index.html;That Darkness (Gardiner and Renner #1);Mystery;1;13.92;True;14
/unbroken-a-world-war-ii-story-of-survival-resilience-and-redemption_774/index.html;Unbroken: A World War II Story of Survival, Resilience, and Redemption;Default;2;45.95;True;14
/so-cute-it-hurts-vol-6-so-cute-it-hurts-6_734/index.html;So Cute It Hurts!!, Vol. 6 (So Cute It Hurts!! #6);Sequential Art;4;35.43;True;14
/luis-paints-the-world_714/index.html;Luis Paints the World;Childrens;3;53.95;True;14
/beauty-restored-riley-family-legacy-novellas-3_794/index.html;Beauty Restored (Riley Family Legacy Novellas #3);Default;2;11.11;True;15
/tastes-like-fear-di-marnie-rome-3_742/index.html;Tastes Like Fear (DI Marnie Rome #3);Mystery;1;10.69;True;14
/luckiest-girl-alive_713/index.html;Luckiest Girl Alive;Default;3;49.83;True;14
/twenty-yawns_773/index.html;Twenty Yawns;Childrens;2;22.08;True;14
/shtum_733/index.html;Shtum;Fiction;4;55.84;True;14
/batman-the-long-halloween-batman_793/index.html;Batman: The Long Halloween (Batman);Sequential Art;2;36.50;True;15
/take-me-with-you_741/index.html;Take Me with You;Fiction;3;45.21;True;14
/through-the-woods_772/index.html;Through the Woods;Sequential Art;2;25.38;True;14
/see-america-a-celebration-of-our-national-parks-treasured-sites_732/index.html;See America: A Celebration of Our National Parks & Treasured Sites;Travel;3;48.87;True;14
/lowriders-to-the-center-of-the-earth-lowriders-in-space-2_712/index.html;Lowriders to the Center of the Earth (Lowriders in Space #2);Sequential Art;2;51.51;True;14
/batman-the-dark-knight-returns-batman_792/index.html;Batman: The Dark Knight Returns (Batman);Sequential Art;5;15.38;True;15
/this-is-where-it-ends_771/index.html;This Is Where It Ends;Young Adult;2;27.12;True;14
/love-is-a-mix-tape-music-1_711/index.html;Love Is a Mix Tape (Music #1);Music;1;18.03;True;14
/ayumis-violin_791/index.html;Ayumi's Violin;Default;2;15.48;True;15
/salt_731/index.html;salt.;Poetry;4;46.78;True;14
/the-year-of-magical-thinking_770/index.html;The Year of Magical Thinking;Nonfiction;2;43.04;True;14
/the-midnight-watch-a-novel-of-the-titanic-and-the-californian_640/index.html;The Midnight Watch: A Novel of the Titanic and the Californian;Add a comment;1;26.20;True;12
/anonymous_790/index.html;Anonymous;Default;4;46.82;True;15
/robin-war_730/index.html;Robin War;Sequential Art;3;47.82;True;14
/looking-for-lovely-collecting-the-moments-that-matter_710/index.html;Looking for Lovely: Collecting the Moments that Matter;Nonfiction;5;29.14;True;14
/the-wright-brothers_769/index.html;The Wright Brothers;Default;4;56.80;True;14
/the-lonely-city-adventures-in-the-art-of-being-alone_639/index.html;The Lonely City: Adventures in the Art of Being Alone;Nonfiction;2;33.26;True;12
/red-hoodarsenal-vol-1-open-for-business-red-hoodarsenal-1_729/index.html;Red Hood/Arsenal, Vol. 1: Open for Business (Red Hood/Arsenal #1);Sequential Art;2;25.48;True;14
/living-leadership-by-insight-a-good-leader-achieves-a-great-leader-builds-monuments_709/index.html;Living Leadership by Insight: A Good Leader Achieves, a Great Leader Builds Monuments;Default;4;46.91;True;14
/amy-meets-the-saints-and-sages_789/index.html;Amy Meets the Saints and Sages;Default;3;18.46;True;15
/the-white-queen-the-cousins-war-1_768/index.html;The White Queen (The Cousins' War #1);Add a comment;5;25.91;True;14
/the-gray-rhino-how-to-recognize-and-act-on-the-obvious-dangers-we-ignore_638/index.html;The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore;Add a comment;4;59.15;True;12
/rain-fish_728/index.html;Rain Fish;Childrens;3;23.57;True;14
/let-it-out-a-journey-through-journaling_708/index.html;Let It Out: A Journey Through Journaling;Nonfiction;5;26.79;True;14
/amid-the-chaos_788/index.html;Amid the Chaos;Cultural;1;36.58;True;15
/the-wedding-pact-the-omalleys-2_767/index.html;The Wedding Pact (The O'Malleys #2);Romance;3;32.61;True;14
/the-golden-condom-and-other-essays-on-love-lost-and-found_637/index.html;The Golden Condom: And Other Essays on Love Lost and Found;Psychology;1;39.43;True;12
/quarter-life-poetry-poems-for-the-young-broke-and-hangry_727/index.html;Quarter Life Poetry: Poems for the Young, Broke and Hangry;Poetry;5;50.89;True;14
/lady-midnight-the-dark-artifices-1_707/index.html;Lady Midnight (The Dark Artifices #1);Default;5;16.28;True;14
/amatus_787/index.html;Amatus;Default;5;50.54;True;15
/the-time-keeper_766/index.html;The Time Keeper;Fiction;5;27.88;True;14
/the-epidemic-the-program-06_636/index.html;The Epidemic (The Program 0.6);Young Adult;5;14.44;True;12
/its-all-easy-healthy-delicious-weeknight-meals-in-under-30-minutes_706/index.html;It's All Easy: Healthy, Delicious Weeknight Meals in under 30 Minutes;Food and Drink;1;19.55;True;14
/agnostic-a-spirited-manifesto_786/index.html;Agnostic: A Spirited Manifesto;Nonfiction;5;12.51;True;15
/pet-sematary_726/index.html;Pet Sematary;Horror;3;10.56;True;14
/the-testament-of-mary_765/index.html;The Testament of Mary;Fiction;4;52.67;True;14
/the-dinner-party_635/index.html;The Dinner Party;Fiction;2;56.54;True;12
/zealot-the-life-and-times-of-jesus-of-nazareth_785/index.html;Zealot: The Life and Times of Jesus of Nazareth;History;3;24.70;True;14
/overload-how-to-unplug-unwind-and-unleash-yourself-from-the-pressure-of-stress_725/index.html;Overload: How to Unplug, Unwind, and Unleash Yourself from the Pressure of Stress;Self Help;3;52.15;True;14
/island-of-dragons-unwanteds-7_705/index.html;Island of Dragons (Unwanteds #7);Fantasy;1;29.65;True;14
/the-star-touched-queen_764/index.html;The Star-Touched Queen;Fantasy;5;46.02;True;14
/the-diary-of-a-young-girl_634/index.html;The Diary of a Young Girl;Nonfiction;3;59.90;True;12
/you-you-1_784/index.html;You (You #1);Thriller;5;43.61;True;14
/i-know-what-im-doing-and-other-lies-i-tell-myself-dispatches-from-a-life-under-construction_704/index.html;I Know What I'm Doing -- and Other Lies I Tell Myself: Dispatches from a Life Under Construction;Humor;4;25.98;True;14
/once-was-a-time_724/index.html;Once Was a Time;Childrens;2;18.28;True;14
/the-songs-of-the-gods_763/index.html;The Songs of the Gods;Default;5;44.48;True;14
/the-children_633/index.html;The Children;Add a comment;3;11.88;True;12
/old-school-diary-of-a-wimpy-kid-10_723/index.html;Old School (Diary of a Wimpy Kid #10);Humor;5;11.83;True;14
/i-am-pilgrim-pilgrim-1_703/index.html;I Am Pilgrim (Pilgrim #1);Fiction;4;10.60;True;14
/wonder-woman-earth-one-volume-one-wonder-woman-earth-one-1_783/index.html;Wonder Woman: Earth One, Volume One (Wonder Woman: Earth One #1);Sequential Art;4;37.34;True;14
/stars-above-the-lunar-chronicles-45_632/index.html;Stars Above (The Lunar Chronicles #4.5);Young Adult;2;48.05;True;12
/the-song-of-achilles_762/index.html;The Song of Achilles;Add a comment;5;37.40;True;14
/no-dream-is-too-high-life-lessons-from-a-man-who-walked-on-the-moon_722/index.html;No Dream Is Too High: Life Lessons From a Man Who Walked on the Moon;Nonfiction;2;21.95;True;14
/wild-swans_782/index.html;Wild Swans;Young Adult;2;14.36;True;14
/hyperbole-and-a-half-unfortunate-situations-flawed-coping-mechanisms-mayhem-and-other-things-that-happened_702/index.html;Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened;Humor;5;14.75;True;14
/the-rosie-project-don-tillman-1_761/index.html;The Rosie Project (Don Tillman #1);Default;1;54.04;True;14
/snatched-how-a-drug-queen-went-undercover-for-the-dea-and-was-kidnapped-by-colombian-guerillas_631/index.html;Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas;Nonfiction;3;21.21;True;12
/why-the-right-went-wrong-conservatism-from-goldwater-to-the-tea-party-and-beyond_781/index.html;Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond;Politics;4;52.65;True;14
/hush-hush-hush-hush-1_701/index.html;Hush, Hush (Hush, Hush #1);Default;3;47.02;True;14
/naruto-3-in-1-edition-vol-14-includes-vols-40-41-42-naruto-omnibus-14_721/index.html;Naruto (3-in-1 Edition), Vol. 14: Includes Vols. 40, 41 & 42 (Naruto: Omnibus #14);Sequential Art;2;38.39;True;14
/raspberry-pi-electronics-projects-for-the-evil-genius_630/index.html;Raspberry Pi Electronics Projects for the Evil Genius;Default;4;49.67;True;12
/quench-your-own-thirst-business-lessons-learned-over-a-beer-or-two_629/index.html;Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two;Business;1;43.14;True;12
/hide-away-eve-duncan-20_620/index.html;Hide Away (Eve Duncan #20);Mystery;1;11.84;True;12
/code-name-verity-code-name-verity-1_680/index.html;Code Name Verity (Code Name Verity #1);Add a comment;4;22.13;True;14
/hold-your-breath-search-and-rescue-1_700/index.html;Hold Your Breath (Search and Rescue #1);Romance;1;28.82;True;14
/all-the-light-we-cannot-see_660/index.html;All the Light We Cannot See;Historical;5;29.87;True;14
/adulthood-is-a-myth-a-sarahs-scribbles-collection_659/index.html;"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection";Sequential Art;2;10.90;True;14
/psycho-sanitarium-psycho-15_628/index.html;Psycho: Sanitarium (Psycho #1.5);Horror;5;36.97;True;12
/clockwork-angel-the-infernal-devices-1_679/index.html;Clockwork Angel (The Infernal Devices #1);Default;1;44.14;True;14
/furiously-happy-a-funny-book-about-horrible-things_619/index.html;Furiously Happy: A Funny Book About Horrible Things;Nonfiction;4;41.46;True;12
/hamilton-the-revolution_699/index.html;Hamilton: The Revolution;Nonfiction;3;58.79;True;14
/abstract-city_658/index.html;Abstract City;Nonfiction;5;56.37;True;14
/city-of-glass-the-mortal-instruments-3_678/index.html;City of Glass (The Mortal Instruments #3);Fantasy;4;56.02;True;14
/poisonous-max-revere-novels-3_627/index.html;Poisonous (Max Revere Novels #3);Mystery;3;26.80;True;12
/greek-mythic-history_698/index.html;Greek Mythic History;Default;5;10.23;True;14
/everyday-italian-125-simple-and-delicious-recipes_618/index.html;Everyday Italian: 125 Simple and Delicious Recipes;Food and Drink;5;20.10;True;12
/a-time-of-torment-charlie-parker-14_657/index.html;A Time of Torment (Charlie Parker #14);Mystery;5;48.35;True;14
/equal-is-unfair-americas-misguided-fight-against-income-inequality_617/index.html;Equal Is Unfair: America's Misguided Fight Against Income Inequality;Politics;1;56.86;True;12
/god-the-most-unpleasant-character-in-all-fiction_697/index.html;God: The Most Unpleasant Character in All Fiction;Religion;5;30.03;True;14
/one-with-you-crossfire-5_626/index.html;One with You (Crossfire #5);Add a comment;4;15.71;True;12
/city-of-fallen-angels-the-mortal-instruments-4_677/index.html;City of Fallen Angels (The Mortal Instruments #4);Default;4;11.23;True;14
/a-study-in-scarlet-sherlock-holmes-1_656/index.html;A Study in Scarlet (Sherlock Holmes #1);Mystery;2;16.73;True;14
/eleanor-park_616/index.html;Eleanor & Park;Default;5;56.51;True;12
/no-love-allowed-dodge-cove-1_625/index.html;No Love Allowed (Dodge Cove #1);Young Adult;4;54.65;True;12
/city-of-bones-the-mortal-instruments-1_676/index.html;City of Bones (The Mortal Instruments #1);Default;1;43.28;True;14
/glory-over-everything-beyond-the-kitchen-house_696/index.html;Glory over Everything: Beyond The Kitchen House;Historical Fiction;3;45.84;True;14
/a-series-of-catastrophes-and-miracles-a-true-story-of-love-science-and-cancer_655/index.html;A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer;Add a comment;2;56.48;True;14
/city-of-ashes-the-mortal-instruments-2_675/index.html;City of Ashes (The Mortal Instruments #2);Default;1;47.27;True;14
/murder-at-the-42nd-street-library-raymond-ambler-1_624/index.html;Murder at the 42nd Street Library (Raymond Ambler #1);Mystery;4;54.36;True;12
/feathers-displays-of-brilliant-plumage_695/index.html;Feathers: Displays of Brilliant Plumage;Art;3;49.05;True;14
/dirty-dive-bar-1_615/index.html;Dirty (Dive Bar #1);Romance;4;40.83;True;12
/a-peoples-history-of-the-united-states_654/index.html;A People's History of the United States;Add a comment;2;40.79;True;14
/cell_674/index.html;Cell;Add a comment;4;20.29;True;14
/most-wanted_623/index.html;Most Wanted;Mystery;3;35.28;True;12
/can-you-keep-a-secret-fear-street-relaunch-4_614/index.html;Can You Keep a Secret? (Fear Street Relaunch #4);Horror;1;48.64;True;12
/far-away-places-on-the-brink-of-change-seven-continents-twenty-five-years_694/index.html;Far & Away: Places on the Brink of Change: Seven Continents, Twenty-Five Years;Nonfiction;4;15.06;True;14
/a-man-called-ove_653/index.html;A Man Called Ove;Fiction;1;39.72;True;14
/catching-jordan-hundred-oaks_673/index.html;Catching Jordan (Hundred Oaks);Young Adult;3;50.83;True;14
/boar-island-anna-pigeon-19_613/index.html;Boar Island (Anna Pigeon #19);Mystery;3;59.48;True;12
/every-last-word_693/index.html;Every Last Word;Default;3;46.47;True;14
/love-lies-and-spies_622/index.html;Love, Lies and Spies;Historical Fiction;2;20.55;True;12
/a-distant-mirror-the-calamitous-14th-century_652/index.html;A Distant Mirror: The Calamitous 14th Century;History;3;14.58;True;14
/carry-on-warrior-thoughts-on-life-unarmed_672/index.html;Carry On, Warrior: Thoughts on Life Unarmed;Default;3;31.85;True;14
/eligible-the-austen-project-4_692/index.html;Eligible (The Austen Project #4);Fiction;3;27.09;True;14
/a-paris-apartment_612/index.html;A Paris Apartment;Historical Fiction;4;39.01;True;12
/how-to-speak-golf-an-illustrated-guide-to-links-lingo_621/index.html;How to Speak Golf: An Illustrated Guide to Links Lingo;Default;5;58.32;True;12
/a-brush-of-wings-angels-walking-3_651/index.html;A Brush of Wings (Angels Walking #3);Add a comment;1;55.51;True;14
/carrie_671/index.html;Carrie;Default;2;46.23;True;14
/a-la-mode-120-recipes-in-60-pairings-pies-tarts-cakes-crisps-and-more-topped-with-ice-cream-gelato-frozen-custard-and-more_611/index.html;A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More;Food and Drink;1;38.77;True;12
/el-deafo_691/index.html;El Deafo;Sequential Art;5;57.62;True;14
/1491-new-revelations-of-the-americas-before-columbus_650/index.html;1491: New Revelations of the Americas Before Columbus;History;3;21.80;True;14
/mothering-sunday_600/index.html;Mothering Sunday;Fiction;2;13.34;True;11
/troublemaker-surviving-hollywood-and-scientology_610/index.html;Troublemaker: Surviving Hollywood and Scientology;Default;2;48.39;True;11
/buying-in-the-secret-dialogue-between-what-we-buy-and-who-we-are_670/index.html;Buying In: The Secret Dialogue Between What We Buy and Who We Are;Nonfiction;4;37.80;True;14
/eight-hundred-grapes_690/index.html;Eight Hundred Grapes;Fiction;4;14.39;True;14
/the-three-searches-meaning-and-the-story_649/index.html;The Three Searches, Meaning, and the Story;Default;3;13.33;True;13
/mother-can-you-not_599/index.html;Mother, Can You Not?;Nonfiction;5;16.89;True;11
/eaternity-more-than-150-deliciously-easy-vegan-recipes-for-a-long-healthy-satisfied-joyful-life_689/index.html;Eaternity: More than 150 Deliciously Easy Vegan Recipes for a Long, Healthy, Satisfied, Joyful Life;Nonfiction;5;51.75;True;14
/brain-on-fire-my-month-of-madness_669/index.html;Brain on Fire: My Month of Madness;Nonfiction;5;49.32;True;14
/the-widow_609/index.html;The Widow;Mystery;2;27.26;True;11
/searching-for-meaning-in-gailana_648/index.html;Searching for Meaning in Gailana;Fantasy;1;38.73;True;13
/m-train_598/index.html;M Train;Autobiography;1;27.18;True;11
/the-sleep-revolution-transforming-your-life-one-night-at-a-time_608/index.html;The Sleep Revolution: Transforming Your Life, One Night at a Time;Nonfiction;4;11.68;True;11
/eat-fat-get-thin_688/index.html;Eat Fat, Get Thin;Health;2;54.07;True;14
/rook_647/index.html;Rook;Add a comment;4;37.86;True;13
/batman-europa_668/index.html;Batman: Europa;Sequential Art;2;32.01;True;14
/lilac-girls_597/index.html;Lilac Girls;Historical Fiction;2;17.28;True;11
/dont-get-caught_687/index.html;Don't Get Caught;Young Adult;1;55.35;True;14
/the-improbability-of-love_607/index.html;The Improbability of Love;Fiction;1;59.45;True;11
/barefoot-contessa-back-to-basics_667/index.html;Barefoot Contessa Back to Basics;Food and Drink;1;28.01;True;14
/my-kitchen-year-136-recipes-that-saved-my-life_646/index.html;My Kitchen Year: 136 Recipes That Saved My Life;Food and Drink;2;11.53;True;13
/lies-and-other-acts-of-love_596/index.html;Lies and Other Acts of Love;Fiction;1;45.14;True;11
/doctor-sleep-the-shining-2_686/index.html;Doctor Sleep (The Shining #2);Horror;2;40.12;True;14
/barefoot-contessa-at-home-everyday-recipes-youll-make-over-and-over-again_666/index.html;Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again;Food and Drink;5;50.62;True;14
/13-hours-the-inside-account-of-what-really-happened-in-benghazi_645/index.html;13 Hours: The Inside Account of What Really Happened In Benghazi;Nonfiction;1;27.06;True;13
/the-art-of-startup-fundraising_606/index.html;The Art of Startup Fundraising;Business;3;21.00;True;11
/lab-girl_595/index.html;Lab Girl;Autobiography;1;40.85;True;11
/demigods-magicians-percy-and-annabeth-meet-the-kanes-percy-jackson-kane-chronicles-crossover-1-3_685/index.html;Demigods & Magicians: Percy and Annabeth Meet the Kanes (Percy Jackson & Kane Chronicles Crossover #1-3);Fantasy;5;37.51;True;14
/take-me-home-tonight-rock-star-romance-3_605/index.html;Take Me Home Tonight (Rock Star Romance #3);Romance;3;53.98;True;11
/will-you-wont-you-want-me_644/index.html;Will You Won't You Want Me?;Womens Fiction;3;13.86;True;12
/keep-me-posted_594/index.html;Keep Me Posted;Womens Fiction;4;20.46;True;11
/balloon-animals_665/index.html;Balloon Animals;Fiction;3;17.03;True;14
/dear-mr-knightley_684/index.html;Dear Mr. Knightley;Fiction;5;11.21;True;14
/sleeping-giants-themis-files-1_604/index.html;Sleeping Giants (Themis Files #1);Science Fiction;1;48.74;True;11
/tipping-point-for-planet-earth-how-close-are-we-to-the-edge_643/index.html;Tipping Point for Planet Earth: How Close Are We to the Edge?;Science;1;37.55;True;12
/it-didnt-start-with-you-how-inherited-family-trauma-shapes-who-we-are-and-how-to-end-the-cycle_593/index.html;It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle;Psychology;3;56.27;True;11
/art-ops-vol-1_664/index.html;Art Ops Vol. 1;Sequential Art;3;48.80;True;14
/daily-fantasy-sports_683/index.html;Daily Fantasy Sports;Default;1;36.58;True;14
/setting-the-world-on-fire-the-brief-astonishing-life-of-st-catherine-of-siena_603/index.html;Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena;Biography;2;21.15;True;11
/the-star-touched-queen_642/index.html;The Star-Touched Queen;Fantasy;5;32.30;True;12
/aristotle-and-dante-discover-the-secrets-of-the-universe-aristotle-and-dante-discover-the-secrets-of-the-universe-1_663/index.html;Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1);Young Adult;4;58.14;True;14
/grey-fifty-shades-4_592/index.html;Grey (Fifty Shades #4);Womens Fiction;4;48.49;True;11
/the-silent-sister-riley-macpherson-1_641/index.html;The Silent Sister (Riley MacPherson #1);Fiction;5;46.29;True;12
/exit-pursued-by-a-bear_591/index.html;Exit, Pursued by a Bear;Young Adult;4;51.34;True;11
/angels-walking-angels-walking-1_662/index.html;Angels Walking (Angels Walking #1);Add a comment;2;34.20;True;14
/playing-with-fire_602/index.html;Playing with Fire;Mystery;3;13.71;True;11
/crazy-love-overwhelmed-by-a-relentless-god_682/index.html;Crazy Love: Overwhelmed by a Relentless God;Christian;2;47.72;True;14
/off-the-hook-fishing-for-trouble-1_601/index.html;Off the Hook (Fishing for Trouble #1);Romance;3;47.67;True;11
/daredevils_590/index.html;Daredevils;Fiction;3;16.34;True;11
/cometh-the-hour-the-clifton-chronicles-6_681/index.html;Cometh the Hour (The Clifton Chronicles #6);Fiction;3;25.01;True;14
/angels-demons-robert-langdon-1_661/index.html;Angels & Demons (Robert Langdon #1);Default;3;51.48;True;14
/heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520/index.html;Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back;Default;2;52.86;True;8
/cravings-recipes-for-what-you-want-to-eat_589/index.html;Cravings: Recipes for What You Want to Eat;Food and Drink;3;20.50;True;11
/future-shock-future-shock-1_519/index.html;Future Shock (Future Shock #1);Young Adult;5;55.65;True;8
/born-for-this-how-to-find-the-work-you-were-meant-to-do_588/index.html;Born for This: How to Find the Work You Were Meant to Do;Business;5;21.59;True;11
/enders-game-the-ender-quintet-1_518/index.html;Ender's Game (The Ender Quintet #1);Default;1;43.64;True;8
/arena_587/index.html;Arena;Science Fiction;4;21.36;True;11
/diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html;Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World;Science;1;28.41;True;8
/adultery_586/index.html;Adultery;Default;5;20.88;True;11
/death-by-leisure-a-cautionary-tale_516/index.html;Death by Leisure: A Cautionary Tale;Default;4;37.51;True;8
/brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html;Brilliant Beacons: A History of the American Lighthouse;History;3;11.45;True;8
/a-mothers-reckoning-living-in-the-aftermath-of-tragedy_585/index.html;A Mother's Reckoning: Living in the Aftermath of Tragedy;Nonfiction;3;19.53;True;11
/brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html;Brazen: The Courage to Find the You That's Been Hiding;Nonfiction;2;19.22;True;8
/a-gentlemans-position-society-of-gentlemen-3_584/index.html;A Gentleman's Position (Society of Gentlemen #3);Romance;5;14.75;True;11
/112263_583/index.html;11/22/63;Fiction;3;48.48;True;11
/between-the-world-and-me_513/index.html;Between the World and Me;Nonfiction;4;56.91;True;8
/being-mortal-medicine-and-what-matters-in-the-end_512/index.html;Being Mortal: Medicine and What Matters in the End;Nonfiction;4;55.06;True;8
/10-happier-how-i-tamed-the-voice-in-my-head-reduced-stress-without-losing-my-edge-and-found-self-help-that-actually-works_582/index.html;10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works;Nonfiction;2;24.57;True;10
/a-murder-over-a-girl-justice-gender-junior-high_511/index.html;A Murder Over a Girl: Justice, Gender, Junior High;Nonfiction;3;13.20;True;8
/10-day-green-smoothie-cleanse-lose-up-to-15-pounds-in-10-days_581/index.html;10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!;Health;5;49.71;True;10
/32-yolks_510/index.html;32 Yolks;Food and Drink;2;53.63;True;8
/without-shame_580/index.html;Without Shame;Add a comment;5;48.27;True;9
/chernobyl-012340-the-incredible-true-story-of-the-worlds-worst-nuclear-disaster_560/index.html;Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster;Nonfiction;2;35.92;True;9
/most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html;"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination";History;5;44.48;True;8
/nightstruck-a-novel_480/index.html;Nightstruck: A Novel;Young Adult;4;50.35;True;7
/roller-girl_540/index.html;Roller Girl;Sequential Art;5;14.10;True;8
/watchmen_579/index.html;Watchmen;Add a comment;4;58.05;True;9
/rising-strong_539/index.html;Rising Strong;Nonfiction;3;21.82;True;8
/naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html;Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories;Food and Drink;5;11.38;True;7
/art-and-fear-observations-on-the-perils-and-rewards-of-artmaking_559/index.html;Art and Fear: Observations on the Perils (and Rewards) of Artmaking;Art;4;48.63;True;9
/you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/index.html;You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life;Self Help;3;12.08;True;7
/meternity_478/index.html;Meternity;Womens Fiction;3;43.58;True;7
/proofs-of-god-classical-arguments-from-tertullian-to-barth_538/index.html;Proofs of God: Classical Arguments from Tertullian to Barth;Philosophy;1;54.21;True;8
/unlimited-intuition-now_578/index.html;Unlimited Intuition Now;Default;4;58.87;True;9
